ref_id,class,verdict,n_pass,n_applicable,correspondence,canonical_claim,static_artifact,disk_probe,validation,axis,audit_verdict_orig,reverify_evidence
MD_DATA_RA_008,BEHAVIORAL,CONTRADICTED,0,1,OK,"SI $DATA (0x80): 60-byte stream summary + inline content at val[0x3C]. file_size at val[0x20]. summary_size constant 0x30. stream_flags=2 (resident). Minimum 60B (empty file), max observed 320B.",,cite,proofs/validation/MD_DATA_RA_008.csv,none,CONTRADICTED,"SI $DATA (marker 0x80000001) summary_size@0x0C == 0x30 on 367,347/367,347 v3.14 + 9/9 v3.15 = 100% on v3.14+. BUT on v3.4/v3.7/v3.9/v3.10 there are ZERO marker-0x80000001 SI $DATA records (3,169 v3.4 "
MD_DATA_RA_009,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,"MI $DATA (0x80): 40B keys, 40-288B values. Does NOT follow common 12B header. Contains extent/allocation metadata, NOT inline content. Each resident file has exactly 1 SI + 1+ MI entries.",,cite,proofs/validation/MD_DATA_RA_009.csv,none,CONFIRMED-ALLDISK,"MI $DATA (marker 0x80000002): key length == 40 bytes on 100% of MI entries every version (v3.7:582/582, v3.9:2076/2076, v3.10:392/392, v3.14:72,255/72,255). Does NOT follow the 12B common header. Inne"
MD_DATA_RA_010,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,$DATA (type 0x80) stream_flags at val+0x38 encodes the checksum type + integrity bit (not a plain resident/non-resident boolean). Stream summary header at val+0x00; resident inline content at val[0x3C].,,cite,proofs/validation/MD_DATA_RA_010.csv,none,CONFIRMED-ALLDISK,"SI $DATA stream_flags@0x38 distribution across 367,356 v3.14+ SI $DATA records: 0x2 (367,178 = CRC), 0x4 (177 = SHA-256), 0x10002 (1 = CRC + integrity bit 0x10000). Encodes checksum-type (low byte) + "
MD_ATTR_RA_014,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,"Sub-record value format cross-version: ALL layouts identical across v3.4/v3.7/v3.9/v3.10/v3.14/Insider. Only KEY format differs (v3.4 no markers, v3.7+ markers at key[8:12]).",,cite,proofs/validation/MD_ATTR_RA_014.csv,none,CONFIRMED-ALLDISK,"Sub-record VALUE format identical across versions: the const@8=0x0C 12-byte header and per-type value layouts hold on v3.4, v3.7, v3.9, v3.10, v3.14, v3.15(Insider) - 378222/378222 const=0x0C. KEY for"
MD_ATTR_RA_017,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,"Insider sub-record census: 123367 total across 26668 OIDs. 0x39=26560, 0x90=26668, SI_0x80=33560, MI_0x80=28739, 0xD0=3877, 0xE0=3852, 0xC0=109, 0xB0=2. Complete type distribution.",,cite,proofs/validation/MD_ATTR_RA_017.csv,none,CONFIRMED-ALLDISK,"Insider (winsider.raw v3.14) census matches claim nearly exactly: measured 0x39=26560(claim 26560), SI_0x80=33560(33560), MI_0x80=28739(28739), 0xD0=3877(3877), 0xE0=3852(3852), 0xC0=109(109), 0xB0=2("
FN_DTBL_001,STRUCTURAL,INFERRED,112,112,OK,Directory Descriptor row: type 0x10,proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/FN_DTBL_001.csv,none,INFERRED,"Directory rows present as key_flags 0x02 + directory attribute bit 0x10000000 at value+0x40 (115,682 non-resident/dir entries). 'type 0x10' = the $SI/descriptor key type, confirmed 32,726 type-0x10 ow"
FN_DTBL_002,STRUCTURAL,CONFIRMED-ALLDISK,112,112,OK,File row: type 0x00010030 + filename,proofs/static/walk_bplus__forefst.txt,dirkey,proofs/validation/FN_DTBL_002.csv,none,CONFIRMED-ALLDISK,"type-0x30 filename entries: key[0:2]==0x0030 on 525,178/525,178 rows; filename at key+0x04 decodes as UTF-16LE on 525,178/525,178; all 111 images."
FN_DTBL_003,STRUCTURAL,INFERRED,112,112,OK,"Type 0x20 is the per-object FileId-resolution index (RefsFindFileId/RefsCreateFileId2), NOT a directory reverse-lookup. Key = 0x80000020 + 0 + FileId(u64) + 0 (24B). Format A (type_flag=0, variable) = filename, for non-resident files. Format B (fixed 24B, type_flag=1 on v3.4 / =2 on v3.7+) = {tf, 0, FileId, home-dir back-ref OID}, for subdirectories + cross-dir links. Format B present on v3.4 (as tf=1); tf=1->tf=2 transition at v3.7.",proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/FN_DTBL_003.csv,none,INFERRED,"type-0x20 / 0x80000020 FileId-resolution index entries present (451,181 across corpus). Key marker 0x80000020 confirmed on disk."
FN_DTBL_004,STRUCTURAL,INFERRED,112,112,OK,Directory Link row: type 0x00020030 + dirname,proofs/static/walk_bplus__forefst.txt,dirkey,proofs/validation/FN_DTBL_004.csv,none,INFERRED,Directory-link rows are type-0x30 entries (key 0x0030 + key_flags); the '0x00020030' = key_flags 0x02 (non-resident/dir) + type 0x30. dirname decodes as UTF-16LE.
FN_DTBL_005,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,"key_flags is u16 at key+0x02, NOT first 4 bytes of row header. Values 0x68/0x2a8 are row sizes. CORRECTION: key_flags take ONLY {0x01=resident, 0x02=non-resident}; 0x04 NEVER appears. Directories are key_flags 0x02 with the directory attribute bit 0x10000000 set in the value attribute word (value+0x40), NOT a separate 0x04 flag. Distribution 111 images/525K entries: {0x01: 409483 ; 0x02: 115682 ; 0x04: 0}. Errata E15/E17 ""0x04=directory"" was wrong.",proofs/static/walk_bplus__forefst.txt,dirkey,proofs/validation/FN_DTBL_005.csv,none,CONFIRMED-ALLDISK,"type-0x30 key_flags at key+0x02 across 525,178 entries on 111 images: {0x01: 409,496 ; 0x02: 115,682 ; 0x04: 0}. 0x04 NEVER appears. Directories are kf=0x02 with directory bit 0x10000000 at value+0x40"
FN_DTBL_006,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,Directory key has no Reserved(4) field at 0x04. Correct: Type(2)+key_flags(2)+Filename(var) starting at offset 0x04. Errata E16.,proofs/static/walk_bplus__forefst.txt,dirkey,proofs/validation/FN_DTBL_006.csv,none,CONFIRMED-ALLDISK,"type-0x30 key = Type(2)@0x00 + key_flags(2)@0x02 + Filename(var)@0x04. Filenames decode 525,178/525,178 from key[4:] as UTF-16LE; no 4-byte Reserved field at 0x04."
MD_DATA_RA_004,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,53,53,OK,Type 0x40 key is 24 bytes: attr_type(2)=0x0040 + key_flags(2) + reserved(4) + stream_index(8) + parent_oid(8),proofs/static/walk_bplus__forefst.txt,row0x40,proofs/validation/MD_DATA_RA_004.csv,none,CONFIRMED-ALLDISK,"type-0x40 file-extent key is 24 bytes on 41,018/41,018 keys across 53 images: attr_type(2)@0x00==0x0040 (100%), key_flags(2)@0x02==0x8000, reserved(4)@0x04, stream_index(8)@0x08, parent_oid(8)@0x10. E"
MD_DATA_RA_005,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,42,53,OK,"Type 0x40 value main header: file_size at offset +0x58, alloc_size at +0x60, timestamps at +0x28, file_attrs at +0x48",proofs/static/walk_bplus__forefst.txt,row0x40,proofs/validation/MD_DATA_RA_005.csv,none,CONFIRMED-ALLDISK,"type-0x40 value header: file_size@0x58, alloc_size@0x60, timestamp@0x28, attrs@0x48. Sanity on 40,247/40,247 type-0x40 values (53 images): file_size<=alloc (100%), ts@0x28 sane FILETIME 2010-2040 (100"
MD_DDIR_001,STRUCTURAL,CONFIRMED,112,112,OK,Directory Descriptor: Creation time,,si_field,proofs/validation/MD_DDIR_001.csv,none,CONFIRMED,
MD_DDIR_002,STRUCTURAL,CONFIRMED,112,112,OK,Directory Descriptor: Modification time,,si_field,proofs/validation/MD_DDIR_002.csv,none,CONFIRMED,
MD_DDIR_003,STRUCTURAL,CONFIRMED,112,112,OK,Directory Descriptor: Metadata modification time,,si_field,proofs/validation/MD_DDIR_003.csv,none,CONFIRMED,
MD_DDIR_004,STRUCTURAL,CONFIRMED,112,112,OK,Directory Descriptor: Access time (may be disabled),,si_field,proofs/validation/MD_DDIR_004.csv,none,CONFIRMED,
MD_DDIR_005,BEHAVIORAL,STATIC-CITED,0,1,OK,Directory Descriptor: Flags,,cite,proofs/validation/MD_DDIR_005.csv,none,STATIC-CITED,
MD_DDIR_006,BEHAVIORAL,STATIC-CITED,0,1,OK,Directory Descriptor: Security descriptor ID,,cite,proofs/validation/MD_DDIR_006.csv,none,STATIC-CITED,
CT_DRNT_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Run Table: Starting LCN of data run,,cite,proofs/validation/CT_DRNT_001.csv,none,STATIC-CITED,
CT_DRNT_002,BEHAVIORAL,CONTRADICTED,0,1,OK,"Flags: 0x0010=data, 0x0080=CRC32, 0x0100=CRC64",,cite,proofs/validation/CT_DRNT_002.csv,none,CONTRADICTED,"v3.14 strict extent flag census (76,476 entries / 47 images): real flags = 0x180050 (72,706), 0x180040 (3,923), 0x180850 (396), 0x1c00d0 (261), 0x180054 (119), 0x180064 (31). 0x180040 is a genuine dat"
CT_DRNT_003,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Run Table: Total length of data run,,cite,proofs/validation/CT_DRNT_003.csv,none,STATIC-CITED,
CT_DRNT_004,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Optional per-cluster checksums,,cite,proofs/validation/CT_DRNT_004.csv,none,CONFIRMED-ALLDISK,Integrity per-cluster checksum extents (flag 0x1c00d0) present and all run_length==1 on 261/261 entries across v3.14 integrity-enabled files; absent on non-integrity files (optional). 24-byte extent s
CT_DRNT_RA_001,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Snapshot extent entries use same 24-byte format (VLCN+flags+file_VCN+run_length) as regular type-0x40 data runs. Unified extent storage across non-resident directory entries and embedded DATA entries. Confirmed on 21 snapshots across 4 images.,,cite,proofs/validation/CT_DRNT_RA_001.csv,none,CONFIRMED-ALLDISK,All 29 snapshot streams across 10 snapshot-bearing images resolve via the identical 24-byte extent format (VLCN@0x00 + flags@0x08 + file_VCN@0x0C + pad@0x10 + run_length@0x14) used by type-0x40 data r
MD_DATA_RA_001,BEHAVIORAL,CONFIRMED-ALLDISK,0,1,OK,Non-resident extent entry is 24 bytes: VLCN(4) + VLCN_hi(4) + flags(4) + file_VCN(4) + pad(4) + run_length(4),,cite,proofs/validation/MD_DATA_RA_001.csv,none,CONFIRMED-ALLDISK,"24-byte extent entry: VLCN(8)@0x00 + flags(4)@0x08 + file_VCN(4)@0x0C + pad(4)@0x10 + run_length(4)@0x14. pad@0x10 == 0 on 76,476/76,476 v3.14 extent entries across 47 images. Decodes correctly on win"
MD_DATA_RA_002,BEHAVIORAL,CONTRADICTED,0,1,OK,"RETRACTED 2026-06-18: the ""single-extent inline shortcut (0x80000002 marker + VLCN@0x04 + cluster_count@0x08)"" is NOT a real structure — it is a misread of the $DATA sub-record header (marker 0x80000002 + descriptor 0x000E0080). Single-extent files use the standard 24-byte extent entry (MD_DATA_RA_001).",,cite,proofs/validation/MD_DATA_RA_002.csv,none,CONTRADICTED,16-byte single-extent shortcut is a phantom (24-byte stride 31523/0)
MD_DATA_RA_003,BEHAVIORAL,INFERRED,0,1,OK,Hardlinked files share a single type 0x40 extent entry in the original directory's B+-tree [SUPERSEDED by FN_LINK_002/#340: the type-0x30 value+0x00 is a per-directory child ordinal (not a stream_index) and value+0x08 is the home-dir backref],,cite,proofs/validation/MD_DATA_RA_003.csv,none,INFERRED,Hard-link behavior is non-resident type-0x30 + type-0x40 extent sharing; SUPERSEDED by FN_LINK_002/#340. On disk hard-linked files share extents in the home directory's tree (home-dir backref at type-
MD_DATA_RA_006,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Extents: Hardlink directories contain local type 0x40 stub with alloc_size=0 and file_size=0 — extent data only in ,,cite,proofs/validation/MD_DATA_RA_006.csv,none,STATIC-CITED,
MD_SF_RA_001,BEHAVIORAL,STATIC-CITED,0,1,OK,"Sparse Files: Sparse file creation requires 3-step process on ReFS: (1) create file, (2) fsutil sparse setflag, (3) fsut",,cite,proofs/validation/MD_SF_RA_001.csv,none,STATIC-CITED,
MD_SF_RA_002,BEHAVIORAL,STATIC-CITED,0,1,OK,Sparse Files: Sparse flag appears as Basic info change (0x8000) in USN with attribute changing from 0x20 to 0x220 (addin,,cite,proofs/validation/MD_SF_RA_002.csv,none,STATIC-CITED,
MD_SF_RA_004,BEHAVIORAL,STATIC-CITED,0,1,OK,Sparse Files: Fully sparse files have alloc_size=0 on disk (confirmed via refs_dataruns.py). No clusters allocated for f,,cite,proofs/validation/MD_SF_RA_004.csv,none,STATIC-CITED,
CT_ALLC_RA_001,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,"Deep allocator row structure: key=[range_start,range_length]. Two value formats: bitmap (24B header + 2048B bitmap; 1=allocated 0=free; free_count=range_len-bits_set; field_22=used_count) and compact (24B; flags=0x2 for fully allocated). Three-tier: Small (real LCN root #12), Medium (virtual root #1), Container (virtual root #2)",proofs/static/walk_bplus__forefst.txt,root_row,proofs/validation/CT_ALLC_RA_001.csv,none,CONFIRMED-ALLDISK,"Bitmap row=2072B with key=[range_start@0x00,range_length@0x08], free_count@0x10, flags@0x12, header_size@0x14, used_count@0x16, bitmap@0x18. Invariant free_count==range_length-popcount(bitmap) on 5172"
CT_BKRC_RA_001,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,37,37,OK,"Deep row structure: Key=[StartLCN(u64), BlockCount(u64)]. Value=28B header + BlockCount*u16 refcount array + 4B trailing (2080B for bc=0x400). Header: StartLCN(redundant), BlockCount(redundant), ModificationStamp(u64), TotalRefCount(u32). Array entry bitfield: RefCount(13:0), Flag14(14), Shared(15). TotalRefCount=sum(entry&0x3FFF). Dedup flags 0x8000/0x4000 on dedup volumes. Table exists from v3.4 (empty) but populated only on v3.14+. 1305 rows across 83 images; 1302/1302 sum verification matches",proofs/static/walk_bplus__forefst.txt,root_row,proofs/validation/CT_BKRC_RA_001.csv,none,CONFIRMED-ALLDISK,"block-refcount value 0x820; TotalRefCount@0x18=sum, array@0x1C, 230/230"
CT_BKRC_RA_002,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,"BRC key = start_lcn(u64) + block_count(u64 always 0x400). Value = 1024 per-cluster u16: bit 15=shared/dedup-managed, bit 14=dedup metadata flag, bits 13:0=reference count (0-505 observed). Value header at +0x18 = TotalRefCount (u32) == Sum(array entry & 0x3FFF), upper 16 bits always 0 (230/230 rows, master B.6).",,cite,proofs/validation/CT_BKRC_RA_002.csv,none,CONFIRMED-ALLDISK,"cluster_count 0x400, one entry/cluster, 230/230"
MD_ATTR_RA_005,ABSENCE,CONFIRMED-ALLDISK,112,112,OK,"User OIDs (>=0x600) have exactly 4 B+-tree key types: 0x10 ($SI), 0x20 (reverse index), 0x30 (filenames), 0x40 (extents). Types 0x80-0x100 are NEVER top-level keys. Verified across 32721 user OIDs on 110 images.",proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/MD_ATTR_RA_005.csv,none,CONFIRMED-ALLDISK,"Across 32605 user OIDs (>=0x600) on 107 images, top-level B+-tree key types are {0x10:32605, 0x20:450410, 0x30:525178, 0x40:40247}. Types 0x80-0x100 appear ONLY as embedded sub-records, NEVER as top-l"
CT_CTBL_001,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,Key: container identifier,proofs/static/_parse_ct_page__forefst.txt,ct_row,proofs/validation/CT_CTBL_001.csv,cluster,CONFIRMED-ALLDISK,CT key=16B: Container ID(u64)@0x00 + constant tag(u64)@0x08==0x0000000100000000 on 796688/796688 rows across 113 images.
CT_CTBL_RA_007,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,112,112,OK,"Address translation shift = CPC.bit_length() = 15 (4K) / 11 (64K), NOT log2(CPC) = 14/10. Driver stores log2(CPC) at volume+0x50 and adds 1 before shifting (GetContainerIdFromRealRange). Errata E18.",proofs/static/Translator__forefst.txt,cpc,proofs/validation/CT_CTBL_RA_007.csv,cluster,CONFIRMED-ALLDISK,shift==CPC.bit_length()==15(4K)/11(64K) on 113/113 images; addr translate (cid<<shift -> phys start) ok on 113/113. E2: win11 GetContainerIdFromRealRange @0x1400b3e64 = '*param_4 = *param_3 >> ((char)
CT_CTBL_RA_003,STRUCTURAL,CONFIRMED-ALLDISK,112,112,OK,Both SHA256 checksums AND 64K clusters cause container row size to increase from 160 to 224 bytes (they do not stack),proofs/static/_parse_ct_page__forefst.txt,ct_row,proofs/validation/CT_CTBL_RA_003.csv,cluster,CONFIRMED-ALLDISK,"Row-len by class: (4096,CRC32-C,160B)=106 imgs; (4096,SHA256,224B)=2; (65536,CRC64,224B)=3; (65536,SHA256,224B)=2. So 64K OR SHA256 -> 224B; neither stacks beyond 224B (SHA256+64K still 224B, not 288B"
CT_CTBL_006,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,107,107,OK,"0x90-0x98: physical start LCN (4K clusters, Prade)",proofs/static/_parse_ct_page__forefst.txt,ct_row,proofs/validation/CT_CTBL_006.csv,cluster,CONFIRMED-ALLDISK,value+0x90 == value[len-16] (physical start) on 517815/517815 160-byte (4K) rows across all 4K images.
MD_USN_RA_004,STRUCTURAL,CONFIRMED-ALLDISK,0,1,OK,"Type 0xF0 = USN change-journal $Max metadata (NTFS $UsnJrnl:$Max: MaximumSize@+0x00 / AllocationDelta@+0x08 / UsnId FILETIME@+0x10 / LowestValidUsn@+0x18). Unnamed single-instance attr (marker 0x80000001), 0x20-byte payload + 12B wrapper = 44B, on the ""Change Journal"" file under OID 0x520. Created by RefsSetupUsnJournal — present since v3.4. Distinct from 0x100/$EFS.",,cite,proofs/validation/MD_USN_RA_004.csv,none,CONFIRMED-ALLDISK,USN $Max metadata is a single-instance sub-record (marker 0x80000001) inside the Change Journal value (NOT a separately-walkable type-0xF0 B+-tree attribute; none found in the CJ object tree). Wrapper
MD_ATTR_RA_015,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,"$I30_INDEX (type 0x90): 140-byte value is 100% constant across all OIDs and all versions. Static B+-tree config template. Key contains '$I30' stream name (UTF-16LE). flags=0x00010240, entry_size=0x70. Verified on 418 OIDs across v3.4/v3.14/Insider.",,cite,proofs/validation/MD_ATTR_RA_015.csv,none,CONFIRMED-ALLDISK,"$I30_INDEX (0x90): value is 100%-constant within each version - only 2 distinct values corpus-wide (140-byte v3.7+ template x32092, 148-byte v3.4 template x513). flags=0x00010240 at value+0x10, entry_"
CT_ALLC_001,BEHAVIORAL,INFERRED,0,1,OK,Manages own tree + Med Alloc + BRC + Integrity State,,cite,proofs/validation/CT_ALLC_001.csv,none,INFERRED,"E2 symbols present: CmsAllocator, GetIntegrityStateTable, TriageIntegrityState, GetNumAllocatedForContainerEntry. Disk: allocator tree exists at roots 1/2/12 and integrity-state at root 11 on all 113 "
CT_ALLC_002,BEHAVIORAL,STATIC-CITED,0,1,OK,Medium Allocator: Main allocator for trees and file contents,,cite,proofs/validation/CT_ALLC_002.csv,none,STATIC-CITED,
CT_ALLC_003,BEHAVIORAL,STATIC-CITED,0,1,OK,Container Allocator: Allocator for itself and Container Table,,cite,proofs/validation/CT_ALLC_003.csv,none,STATIC-CITED,
CT_BKRC_001,BEHAVIORAL,INFERRED,0,1,OK,Inferred support for cloning/dedup; fields unknown,,cite,proofs/validation/CT_BKRC_001.csv,none,INFERRED,"E2 symbols: CmsBlockRefcount, AdjustRefcount, IncrementRefcount, MsKmeBlockRefCountUnderflowEventNotification. Disk: BRC root#6 populated only on v3.14 sharing-active images (37/113), tracking shared/"
CT_CNTX_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Container Index Table: Named but no field layout provided,,cite,proofs/validation/CT_CNTX_001.csv,none,STATIC-CITED,
CT_CTBL_005,LITERATURE,INFERRED,0,1,OK,0x20-0x28: free clusters in container (Prade),,cite,proofs/validation/CT_CTBL_005.csv,none,INFERRED,"value+0x20 (u64) on REAL container rows (v3.4 win10): always <= CPC, e.g. free20=4 for partially-used, =16384 for fully-free containers - behaves like a free-cluster count. On all-0xFF sentinel rows ("
CT_CTBL_008,LITERATURE,INFERRED,0,1,OK,"0x98-0xA0: number of clusters (4K, Prade)",,cite,proofs/validation/CT_CTBL_008.csv,none,INFERRED,"value+0x18 (CPC, u32) holds 16384(4K)/1024(64K) on 796688/796688 rows; trailing copy at 0x98(160B)/0xD8(224B). The 'number of clusters'=CPC is the count of clusters in the container."
CT_CTBL_011,LITERATURE,CONTRADICTED,0,1,OK,0xA8-0xAC: CPC clusters per container (Lee),,cite,proofs/validation/CT_CTBL_011.csv,none,CONTRADICTED,value+0xA8 (u32) == 0 on 278873/278873 224-byte rows (CPC@0xA8 never matches the real CPC 16384/1024). CPC is at value+0x18 (and trailing copy at 0x98/0xD8). 0xA8 is out of bounds for 160B rows.
CT_MISC_001,BEHAVIORAL,STATIC-CITED,0,1,OK,B+ Tree Remnants: B+ tree balancing leaves recoverable remnants,,cite,proofs/validation/CT_MISC_001.csv,none,STATIC-CITED,
CT_MISC_002,BEHAVIORAL,STATIC-CITED,0,1,OK,Trash Stream Table: Large deleted files retained; threshold by data-run count,,cite,proofs/validation/CT_MISC_002.csv,none,STATIC-CITED,
CT_COMP_RA_001,ABSENCE,STATIC-CITED,0,1,OK,Compression: Compression configuration NOT visible via fsutil or raw metadata structures — only refsutil compression /q,,cite,proofs/validation/CT_COMP_RA_001.csv,none,STATIC-CITED,
CT_COMP_RA_002,ABSENCE,STATIC-CITED,0,1,OK,"Compression: Compression requires dedup engine + background job; refsutil compression /c only sets parameters, does not ",,cite,proofs/validation/CT_COMP_RA_002.csv,none,STATIC-CITED,
FN_ADDR_001,STRUCTURAL,STATIC-CITED,0,1,OK,Metadata Addresses: 128-bit: directory_id | file_id; root=0x600,,cite,proofs/validation/FN_ADDR_001.csv,none,STATIC-CITED,
FN_LINK_001,ABSENCE,INFERRED,0,1,OK,"Hard links abolished in ReFS 3.4 (Win10); fully supported in ReFS 3.14 (Win11 native, CHKP flag 0x080 required)",,cite,proofs/validation/FN_LINK_001.csv,none,INFERRED,Disk layer confirms the version delta: v3.4 non-resident type-0x30 = key_flags 0x02 / 72-byte value; v3.14 = key_flags 0x02 / 84-byte value (the +12B carries the home backref + ordinal hard-link field
FN_MISC_001,LITERATURE,CONFIRMED-ALLDISK,0,1,OK,v1.2: 64 KiB entry blocks; v3.2+: different sizes,,cite,proofs/validation/FN_MISC_001.csv,none,CONFIRMED-ALLDISK,"Metadata page (entry block) = 4 clusters on 4K-cluster volumes (MSB+ self-LCN slots consecutive: e.g. 65780/65781/65782/65783 => 16 KiB page) and 1 cluster on 64K-cluster volumes (slot0 only, slots1-3"
FN_OPEN_SA_001,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Object Table: RefsCommonCreate: core file/directory create and open logic (~18679/19580 bytes). Calls RefsEditFileBegin ,proofs/static/RefsCommonCreate__decomp.txt,static_dossier,proofs/validation/FN_OPEN_SA_001.csv,none,STATIC-CONFIRMED,
FN_PATH_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Path Recovery: OID Table + Parent-Child + dir names for full path,,cite,proofs/validation/FN_PATH_001.csv,none,STATIC-CITED,
MD_ATTR_003,BEHAVIORAL,STATIC-CITED,0,1,OK,"Attributes: $DIR_LINK: new in ReFS, stores dir name+parent ID+timestamps",,cite,proofs/validation/MD_ATTR_003.csv,none,STATIC-CITED,
MD_ATTR_004,BEHAVIORAL,STATIC-CITED,0,1,OK,Attributes: $OBJECT_ID: present but possibly partial support,,cite,proofs/validation/MD_ATTR_004.csv,none,STATIC-CITED,
MD_ATTR_006,BEHAVIORAL,STATIC-CITED,0,1,OK,Attributes: $INDEX_ROOT: present but appears unused,,cite,proofs/validation/MD_ATTR_006.csv,none,STATIC-CITED,
MD_ATTR_007,BEHAVIORAL,INFERRED,0,1,OK,"$NAMED_DATA: ADS, resident, limited size",,cite,proofs/validation/MD_ATTR_007.csv,none,INFERRED,"ADS observed on disk as resident 0xB0 sub-records (marker MI 0x80000002, StreamSummary flags!=0) with a named key, e.g. 'latotale'/'test2'/'test3' (116-byte values). The string '$NAMED_DATA' itself is"
MD_ATTR_008,ABSENCE,CONFIRMED-ALLDISK,0,1,OK,"$REPARSE_POINT: reparse metadata for symlinks/junctions. Type code 0xC0 (NTFS-equivalent). Stored as separate attribute in per-file B+ tree, not inline in 0x30 directory entry. Schema 0x1c0 (v3.7+), schema 0x170 = Reparse Point tree type.",,cite,proofs/validation/MD_ATTR_008.csv,none,CONFIRMED-ALLDISK,"Reparse data stored as a separate 0xC0 sub-record (NOT inline in the 0x30 dir entry): 2099 occurrences of type 0xC0 across the corpus, each a REPARSE_DATA_BUFFER at val[0x0C]. The type code on disk is"
MD_ATTR_009,PURE-RD-LAYOUT,INFERRED,0,1,OK,$USN_INFO: Change Journal org metadata (unofficial name),,cite,proofs/validation/MD_ATTR_009.csv,none,INFERRED,"The '$USN_INFO' name is analyst-assigned (not on disk, not in PDB). The USN $Max attribute IS on disk as a 0xF0 sub-record (44B, SI marker) on OID 0x520 'FS Metadata' in 9 USN-active images. No byte s"
MD_ATTR_010,STRUCTURAL,CONFIRMED-ALLDISK,0,1,OK,"$EA_INFORMATION (0xD0) + $EA (0xE0): Extended Attributes. Two-phase lookup: 0xD0 header (sizes/counts), then 0xE0 data body. NTFS-equivalent type codes. Schema 0x1d0 (v3.7+), 0x1e0 (v3.14+). Schema 0x1a0 = EA tree type.",,cite,proofs/validation/MD_ATTR_010.csv,none,CONFIRMED-ALLDISK,"Two-phase EA: 0xD0 ($EA_INFO header, 20B fixed) + 0xE0 ($EA body) both present as separate sub-records and ALWAYS co-occur per file (3875/3875 containers, 0 orphans). 0xD0 carries sizes at val[0x0C]/v"
MD_ATTR_RA_001,PURE-RD-LAYOUT,CONTRADICTED,0,1,OK,"Complete attribute values catalog: 0x10 (dir), 0x16 (hidden+system+dir), 0x20 (archive), 0x220 (sparse+archive), 0x420 (reparse+archive), 0x4020 (encrypted+archive), 0x10000400 (dir+reparse ext).",,cite,proofs/validation/MD_ATTR_RA_001.csv,none,CONTRADICTED,"FileAttributes at dirent value+0x40 across all images. CONFIRMED: 0x20(archive)=66067, 0x220(sparse+arch)=1, 0x420(reparse+arch)=2047, 0x4020(enc+arch)=12, 0x10000400(dir+reparse)=8. CONTRADICTED: 0x1"
MD_ATTR_RA_002,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,File attribute bit map with bit 10 (0x400 REPARSE_POINT) and bit 9 (0x200 SPARSE_FILE). Full bit decomposition from bit 0 (ReadOnly) through bit 28 (NO_SCRUB_DATA).,,cite,proofs/validation/MD_ATTR_RA_002.csv,none,CONFIRMED-ALLDISK,"Bit 9 (0x200 SPARSE) and bit 10 (0x400 REPARSE) both present at dirent value+0x40: sparse combo 0x220 observed (1 file), reparse combos 0x420=2047/0x10000400=8. Integrity bit 0x8000 (0x8020, 0x8420) a"
MD_ATTR_RA_003,PURE-RD-LAYOUT,CONFIRMED-ALLDISK,0,1,OK,FileAttributes flag 0x40000 indicates Extended Attributes present — undocumented by Microsoft,,cite,proofs/validation/MD_ATTR_RA_003.csv,none,CONFIRMED-ALLDISK,"FileAttributes 0x40000 (EA-present) observed at dirent value+0x40: combos 0x40020=14181, 0x40000=10, 0x40021=15, 0x42020=1, 0x10040000=2, 0x10040020=3. The 0x40000 bit co-occurs with EA-bearing files "
MD_ATTR_RA_004,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,File Attributes: WSL FIFOs stored as REPARSE_POINT with $LXMOD upper bits encoding file type (FIFO = S_IFIFO 0o010000; observed $LXMOD 0o10644),,cite,proofs/validation/MD_ATTR_RA_004.csv,none,STATIC-CITED,
